order_id,shipping_date,delivery_date,courier_name,shipping_status
1685,2023-10-10,,Ecom Express,In Transit
1686,2023-06-21,2023-06-28,XpressBees,Delivered
1687,2024-09-30,2024-10-04,XpressBees,Delivered
1688,2024-03-31,,Ekart,In Transit
1689,2024-08-24,2024-08-28,Ekart,Delivered
1690,2023-07-31,2023-08-07,Ecom Express,Delivered
1691,2024-09-27,,Delhivery,In Transit
1692,2024-10-30,2024-11-05,DTDC,Delivered
1693,2025-04-05,2025-04-12,Delhivery,Delivered
1694,2025-05-27,2025-05-29,Ekart,Delivered
1695,2024-07-21,2024-07-23,XpressBees,Delivered
1696,2025-04-23,,XpressBees,In Transit
1697,2024-10-04,2024-10-11,Ecom Express,Delivered
1698,2024-10-08,2024-10-12,Delhivery,Delivered
1699,2024-01-18,2024-01-23,DTDC,Delivered
1700,2023-06-26,,XpressBees,In Transit
1701,2024-08-17,2024-08-21,Delhivery,Delivered
1702,2024-11-28,,XpressBees,In Transit
1703,2023-11-25,2023-11-27,Ecom Express,Delivered
1704,,,Ecom Express,Pending
1705,2024-01-24,2024-01-29,Ekart,Delivered
1706,2024-01-24,2024-01-28,Ecom Express,Delivered
1707,,,XpressBees,Pending
1708,2023-10-26,2023-11-02,DTDC,Delivered
1709,2025-03-22,2025-03-27,Ekart,Delivered
1710,2024-06-02,,Delhivery,In Transit
1711,,,Ecom Express,Pending
1712,2025-01-26,,DTDC,In Transit
1713,2023-04-02,2023-04-05,XpressBees,Delivered
1714,2024-07-26,2024-07-29,DTDC,Delivered
1715,2023-08-22,2023-08-24,XpressBees,Delivered
1716,2023-03-23,2023-03-27,Ekart,Delivered
1717,2024-02-24,2024-03-02,Ecom Express,Delivered
1718,2024-06-10,2024-06-16,Blue Dart,Delivered
1719,2023-07-31,2023-08-04,DTDC,Delivered
1720,,,Ekart,Pending
1721,2024-07-23,,DTDC,In Transit
1722,2025-03-08,2025-03-14,Delhivery,Delivered
1723,2023-01-17,,XpressBees,In Transit
1724,2024-03-20,2024-03-25,Ecom Express,Delivered
1725,2023-10-21,,Delhivery,In Transit
1726,2024-11-22,2024-11-26,XpressBees,Delivered
1727,,,DTDC,Pending
1728,2025-03-10,,XpressBees,In Transit
1729,2023-04-05,2023-04-11,Ekart,Delivered
1730,,,Ecom Express,Pending
1731,2023-01-11,2023-01-15,Ekart,Delivered
1732,2024-03-27,,Ekart,In Transit
1733,2025-01-11,2025-01-17,Blue Dart,Delivered
1734,2023-11-29,,Delhivery,In Transit
1735,2024-04-09,2024-04-14,DTDC,Delivered
1736,2023-10-25,2023-10-29,Blue Dart,Delivered
1737,2024-01-25,2024-02-01,XpressBees,Delivered
1738,2025-03-26,2025-04-01,Blue Dart,Delivered
1739,2025-03-19,2025-03-24,Delhivery,Delivered
1740,2023-04-21,,Ekart,In Transit
1741,2025-04-17,2025-04-23,Blue Dart,Delivered
1742,2023-05-26,,Blue Dart,In Transit
1743,2025-05-06,,Ecom Express,In Transit
1744,2024-12-02,,DTDC,In Transit
1745,2023-05-15,2023-05-17,Ecom Express,Delivered
1746,2025-04-30,2025-05-04,Ecom Express,Delivered
1747,2023-05-03,2023-05-07,DTDC,Delivered
1748,2025-01-30,,Ecom Express,In Transit
1749,2024-12-10,2024-12-13,Delhivery,Delivered
1750,2023-03-26,2023-04-02,DTDC,Delivered
1751,,,Delhivery,Pending
1752,,,Ecom Express,Pending
1753,,,Ekart,Pending
1754,,,DTDC,Pending
1755,2023-08-09,2023-08-15,DTDC,Delivered
1756,,,Ekart,Pending
1757,2024-12-28,,Ekart,In Transit
1758,2023-09-27,2023-10-03,Ecom Express,Delivered
1759,2023-01-02,2023-01-04,Blue Dart,Delivered
1760,2024-11-04,2024-11-07,Blue Dart,Delivered
1761,,,XpressBees,Pending
1762,2024-08-21,2024-08-26,DTDC,Delivered
1763,2024-11-29,,Ecom Express,In Transit
1764,2023-08-10,,Ecom Express,In Transit
1765,2024-11-12,2024-11-19,Ecom Express,Delivered
1766,2023-07-07,2023-07-11,Ekart,Delivered
1767,2023-02-17,2023-02-20,XpressBees,Delivered
1768,2024-10-03,2024-10-08,DTDC,Delivered
1769,2024-05-26,,DTDC,In Transit
1770,2024-06-09,,Delhivery,In Transit
1771,2025-01-31,2025-02-07,Blue Dart,Delivered
1772,2025-01-13,2025-01-16,Ecom Express,Delivered
1773,2025-05-27,2025-06-02,Ecom Express,Delivered
1774,,,DTDC,Pending
1775,2025-03-03,2025-03-05,XpressBees,Delivered
1776,2024-09-08,,XpressBees,In Transit
1777,2025-06-05,2025-06-11,Ecom Express,Delivered
1778,2024-05-22,,Blue Dart,In Transit
1779,2024-06-03,2024-06-08,DTDC,Delivered
1780,2023-01-29,2023-02-02,Blue Dart,Delivered
1781,2023-02-13,2023-02-18,Ekart,Delivered
1782,2023-06-20,2023-06-23,DTDC,Delivered
1783,2023-08-19,2023-08-21,XpressBees,Delivered
1784,2024-05-21,2024-05-27,DTDC,Delivered
1785,2023-03-27,2023-04-03,Ekart,Delivered
1786,2023-10-08,2023-10-11,Ekart,Delivered
1787,2024-10-29,,XpressBees,In Transit
1788,2023-11-06,,Blue Dart,In Transit
1789,2024-06-09,,Delhivery,In Transit
1790,2023-12-22,,DTDC,In Transit
1791,2023-11-19,2023-11-22,XpressBees,Delivered
1792,2023-11-23,,Blue Dart,In Transit
1793,,,XpressBees,Pending
1794,2023-12-19,,XpressBees,In Transit
1795,,,Ecom Express,Pending
1796,2023-10-05,2023-10-11,Ecom Express,Delivered
1797,2025-06-08,2025-06-11,XpressBees,Delivered
1798,2024-03-22,2024-03-28,Delhivery,Delivered
1799,2023-03-15,2023-03-22,Blue Dart,Delivered
1800,2024-02-18,2024-02-20,Blue Dart,Delivered
1801,2024-05-05,2024-05-12,Blue Dart,Delivered
1802,2023-11-08,2023-11-14,DTDC,Delivered
1803,2024-09-07,2024-09-10,DTDC,Delivered
1804,2023-07-11,,Blue Dart,In Transit
1805,2024-10-25,2024-11-01,Ekart,Delivered
1806,2024-09-01,2024-09-03,DTDC,Delivered
1807,2024-01-12,,XpressBees,In Transit
1808,,,DTDC,Pending
1809,2025-05-04,2025-05-08,XpressBees,Delivered
1810,2025-01-04,2025-01-07,Blue Dart,Delivered
1811,2025-01-16,2025-01-22,Ekart,Delivered
1812,2025-05-19,2025-05-26,Ecom Express,Delivered
1813,2025-06-16,2025-06-20,XpressBees,Delivered
1814,2024-06-28,2024-07-03,Blue Dart,Delivered
1815,2023-11-25,2023-11-28,Blue Dart,Delivered
1816,2024-12-31,2025-01-02,XpressBees,Delivered
1817,2025-06-15,2025-06-22,XpressBees,Delivered
1818,2024-09-08,2024-09-13,Blue Dart,Delivered
1819,2023-02-24,2023-02-28,Ecom Express,Delivered
1820,2024-10-21,2024-10-24,Ekart,Delivered
1821,2025-04-12,2025-04-19,Ecom Express,Delivered
1822,2023-01-12,,DTDC,In Transit
1823,2024-06-08,,XpressBees,In Transit
1824,2024-09-24,,Ekart,In Transit
1825,2023-09-09,2023-09-13,XpressBees,Delivered
1826,2024-02-11,2024-02-18,DTDC,Delivered
1827,2023-08-13,2023-08-20,Delhivery,Delivered
1828,2024-03-05,2024-03-10,Delhivery,Delivered
1829,2025-05-16,2025-05-21,Blue Dart,Delivered
1830,2024-09-30,2024-10-06,Blue Dart,Delivered
1831,2025-03-16,2025-03-22,Ekart,Delivered
1832,2024-08-12,2024-08-14,Ecom Express,Delivered
1833,2023-06-24,,Ekart,In Transit
1834,,,Blue Dart,Pending
1835,2024-03-13,2024-03-17,Delhivery,Delivered
1836,2024-07-30,2024-08-04,Ecom Express,Delivered
1837,2024-03-08,2024-03-10,XpressBees,Delivered
1838,2023-07-17,2023-07-23,Blue Dart,Delivered
1839,2023-08-31,2023-09-04,Ecom Express,Delivered
1840,2023-12-14,2023-12-21,XpressBees,Delivered
1841,2023-06-30,2023-07-04,XpressBees,Delivered
1842,2025-01-27,,Blue Dart,In Transit
1843,2025-01-20,2025-01-22,DTDC,Delivered
1844,2023-07-17,,Ecom Express,In Transit
1845,2023-11-09,2023-11-13,DTDC,Delivered
1846,2025-01-28,2025-02-03,Delhivery,Delivered
1847,2025-03-03,,Delhivery,In Transit
1848,2025-06-05,2025-06-12,DTDC,Delivered
1849,2024-10-24,2024-10-27,Ecom Express,Delivered
1850,,,Ecom Express,Pending
1851,2023-02-27,,XpressBees,In Transit
1852,2023-02-28,2023-03-02,Ekart,Delivered
1853,2023-11-12,2023-11-15,Ekart,Delivered
1854,,,Delhivery,Pending
1855,2025-03-21,2025-03-27,DTDC,Delivered
1856,2024-05-17,2024-05-19,XpressBees,Delivered
1857,2023-05-30,2023-06-04,DTDC,Delivered
1858,2024-08-17,2024-08-23,Blue Dart,Delivered
1859,2025-04-17,2025-04-24,XpressBees,Delivered
1860,2025-01-01,2025-01-04,XpressBees,Delivered
1861,2025-02-01,2025-02-07,Ecom Express,Delivered
1862,2024-04-03,2024-04-05,XpressBees,Delivered
1863,2023-02-17,2023-02-19,Blue Dart,Delivered
1864,2024-09-04,,XpressBees,In Transit
1865,2024-04-11,2024-04-15,DTDC,Delivered
1866,2025-05-20,2025-05-25,Ecom Express,Delivered
1867,2023-09-30,2023-10-06,Blue Dart,Delivered
1868,2023-06-14,2023-06-19,Blue Dart,Delivered
1869,2023-09-29,,Blue Dart,In Transit
1870,2023-01-22,2023-01-29,Delhivery,Delivered
1871,2025-06-19,2025-06-23,XpressBees,Delivered
1872,2024-06-04,,Blue Dart,In Transit
1873,2025-02-08,2025-02-13,Delhivery,Delivered
1874,2024-05-11,2024-05-14,Delhivery,Delivered
1875,2024-07-22,,DTDC,In Transit
1876,2024-08-19,,XpressBees,In Transit
1877,2024-06-05,2024-06-12,Delhivery,Delivered
1878,,,Delhivery,Pending
1879,2025-01-14,2025-01-19,DTDC,Delivered
1880,2025-05-10,2025-05-15,Delhivery,Delivered
1881,2024-01-12,2024-01-15,Ecom Express,Delivered
1882,2023-10-08,,Delhivery,In Transit
1883,2023-11-18,2023-11-23,Delhivery,Delivered
1884,2024-01-20,2024-01-24,Blue Dart,Delivered
1885,2023-08-01,,DTDC,In Transit
1886,,,Delhivery,Pending
1887,2025-02-04,,Delhivery,In Transit
1888,2023-10-25,2023-10-28,Ekart,Delivered
1889,2025-01-09,2025-01-15,Ecom Express,Delivered
1890,2025-02-15,,Delhivery,In Transit
1891,2023-10-23,2023-10-25,XpressBees,Delivered
1892,2023-10-08,2023-10-12,Ecom Express,Delivered
1893,2024-10-20,2024-10-23,Ecom Express,Delivered
1894,2023-10-22,,DTDC,In Transit
1895,2023-11-26,2023-11-28,DTDC,Delivered
1896,2023-06-02,2023-06-07,Ecom Express,Delivered
1897,2025-03-15,2025-03-20,Delhivery,Delivered
1898,2023-11-06,,DTDC,In Transit
1899,2023-12-25,2023-12-28,XpressBees,Delivered
1900,2023-09-24,2023-09-29,Ecom Express,Delivered
1901,2024-01-08,,XpressBees,In Transit
1902,2023-03-13,2023-03-20,Delhivery,Delivered
1903,2024-04-14,2024-04-16,Ekart,Delivered
1904,,,DTDC,Pending
1905,2023-04-17,2023-04-21,Blue Dart,Delivered
1906,2025-01-23,2025-01-27,XpressBees,Delivered
1907,2023-12-01,2023-12-03,Blue Dart,Delivered
1908,2025-02-23,2025-03-01,Delhivery,Delivered
1909,2024-06-21,2024-06-23,Ecom Express,Delivered
1910,2023-12-07,2023-12-10,Ekart,Delivered
1911,2023-11-01,2023-11-07,Delhivery,Delivered
1912,2023-06-02,2023-06-04,Blue Dart,Delivered
1913,2024-08-13,2024-08-19,DTDC,Delivered
1914,2023-03-11,2023-03-16,Ecom Express,Delivered
1915,2023-07-27,2023-08-02,XpressBees,Delivered
1916,2024-11-03,2024-11-07,Ekart,Delivered
1917,2023-11-29,,Ecom Express,In Transit
1918,2024-11-07,2024-11-10,Ekart,Delivered
1919,2023-12-29,,DTDC,In Transit
1920,2024-04-14,2024-04-18,XpressBees,Delivered
1921,,,Delhivery,Pending
1922,2024-08-10,2024-08-17,DTDC,Delivered
1923,2024-11-25,,Delhivery,In Transit
1924,2023-07-20,2023-07-23,Ekart,Delivered
1925,2024-04-10,2024-04-13,Delhivery,Delivered
1926,2024-07-28,,Ekart,In Transit
1927,2023-01-15,2023-01-20,DTDC,Delivered
1928,2023-03-20,2023-03-24,Blue Dart,Delivered
1929,2024-12-24,2024-12-30,Blue Dart,Delivered
1930,2023-09-30,,DTDC,In Transit
1931,2023-05-01,2023-05-06,Delhivery,Delivered
1932,2024-08-31,2024-09-06,Blue Dart,Delivered
1933,,,Blue Dart,Pending
1934,2023-09-02,2023-09-08,Blue Dart,Delivered
1935,2025-04-26,,DTDC,In Transit
1936,2025-03-31,,Delhivery,In Transit
1937,2024-06-03,2024-06-09,Delhivery,Delivered
1938,2024-03-22,,Ecom Express,In Transit
1939,2024-02-16,2024-02-23,Blue Dart,Delivered
1940,2024-01-21,2024-01-23,Blue Dart,Delivered
1941,2023-04-05,2023-04-12,DTDC,Delivered
1942,2024-06-09,2024-06-15,Ekart,Delivered
1943,2023-06-06,2023-06-10,Blue Dart,Delivered
1944,2023-08-10,,XpressBees,In Transit
1945,2025-05-28,,Delhivery,In Transit
1946,2023-12-12,2023-12-17,DTDC,Delivered
1947,2023-02-27,2023-03-03,Delhivery,Delivered
1948,2024-11-24,2024-11-29,Delhivery,Delivered
1949,2023-02-26,2023-03-04,XpressBees,Delivered
1950,2023-04-02,2023-04-08,Ekart,Delivered
1951,2023-12-12,2023-12-18,DTDC,Delivered
1952,,,XpressBees,Pending
1953,2024-10-31,2024-11-05,XpressBees,Delivered
1954,2024-12-09,,XpressBees,In Transit
1955,2024-12-14,,XpressBees,In Transit
1956,2023-12-23,2023-12-26,Delhivery,Delivered
1957,2023-06-10,,Blue Dart,In Transit
1958,2024-10-19,,DTDC,In Transit
1959,2024-03-24,2024-03-31,XpressBees,Delivered
1960,2023-07-23,2023-07-30,Ekart,Delivered
1961,2023-12-17,2023-12-23,DTDC,Delivered
1962,2024-05-10,2024-05-17,XpressBees,Delivered
1963,2024-03-13,2024-03-18,Delhivery,Delivered
1964,2024-07-22,2024-07-27,Blue Dart,Delivered
1965,2024-09-01,,Ekart,In Transit
1966,2025-04-05,2025-04-08,Delhivery,Delivered
1967,2024-02-02,,DTDC,In Transit
1968,2024-11-05,2024-11-09,Blue Dart,Delivered
1969,,,Delhivery,Pending
1970,2023-10-23,,Blue Dart,In Transit
1971,2025-02-19,2025-02-26,Ekart,Delivered
1972,2023-03-04,,XpressBees,In Transit
1973,,,Blue Dart,Pending
1974,,,XpressBees,Pending
1975,2025-05-17,2025-05-22,DTDC,Delivered
1976,2023-05-11,2023-05-16,Ekart,Delivered
1977,2024-10-15,2024-10-22,Delhivery,Delivered
1978,2023-07-29,2023-07-31,Blue Dart,Delivered
1979,2025-01-01,2025-01-04,DTDC,Delivered
1980,2024-05-10,2024-05-14,Blue Dart,Delivered
1981,2025-04-26,2025-04-29,Blue Dart,Delivered
1982,2024-11-24,2024-11-28,XpressBees,Delivered
1983,2023-08-27,2023-08-30,Ekart,Delivered
1984,2023-09-13,2023-09-16,Blue Dart,Delivered
1985,2023-03-14,,DTDC,In Transit
1986,2023-11-08,2023-11-13,Blue Dart,Delivered
1987,2023-01-19,,Delhivery,In Transit
1988,2025-02-25,2025-02-28,Blue Dart,Delivered
1989,2025-05-31,2025-06-03,XpressBees,Delivered
1990,,,Ekart,Pending
1991,2024-12-20,2024-12-23,XpressBees,Delivered
1992,2023-05-22,2023-05-25,DTDC,Delivered
1993,2023-11-21,2023-11-24,DTDC,Delivered
1994,2023-03-30,2023-04-04,Delhivery,Delivered
1995,2024-08-21,2024-08-27,Delhivery,Delivered
1996,2023-11-04,2023-11-07,DTDC,Delivered
1997,2025-01-11,2025-01-17,Ekart,Delivered
1998,,,Delhivery,Pending
1999,2025-05-31,2025-06-06,Blue Dart,Delivered
2000,2023-04-21,2023-04-28,Blue Dart,Delivered
2001,2025-03-15,2025-03-18,Delhivery,Delivered
2002,,,Ecom Express,Pending
2003,2024-02-04,2024-02-08,DTDC,Delivered
2004,2023-12-27,2023-12-30,Blue Dart,Delivered
2005,2024-01-17,2024-01-23,Ekart,Delivered
2006,2023-03-13,2023-03-20,XpressBees,Delivered
2007,2025-03-06,2025-03-13,Blue Dart,Delivered
2008,2023-05-25,2023-05-27,Delhivery,Delivered
2009,2023-12-13,2023-12-16,Ekart,Delivered
2010,2023-10-11,2023-10-13,XpressBees,Delivered
2011,2025-01-22,,Ekart,In Transit
2012,2025-05-10,2025-05-15,Blue Dart,Delivered
2013,2025-03-27,,DTDC,In Transit
2014,2024-12-25,,Ekart,In Transit
2015,2023-08-28,2023-09-04,Delhivery,Delivered
2016,2023-05-13,2023-05-19,DTDC,Delivered
2017,2024-10-31,2024-11-03,DTDC,Delivered
2018,2025-04-05,2025-04-12,Ecom Express,Delivered
2019,2023-11-22,2023-11-27,XpressBees,Delivered
2020,,,DTDC,Pending
2021,2025-02-07,2025-02-11,Blue Dart,Delivered
2022,2023-03-14,2023-03-18,DTDC,Delivered
2023,2024-05-31,2024-06-05,Delhivery,Delivered
2024,2023-05-13,2023-05-17,XpressBees,Delivered
2025,,,XpressBees,Pending
2026,2025-01-18,2025-01-24,Delhivery,Delivered
2027,2024-06-23,2024-06-30,DTDC,Delivered
2028,2025-02-05,2025-02-07,Delhivery,Delivered
2029,2023-05-27,,Delhivery,In Transit
2030,2023-10-11,2023-10-17,Ekart,Delivered
2031,2024-11-08,,Blue Dart,In Transit
2032,2025-04-16,2025-04-22,Delhivery,Delivered
2033,2025-03-12,2025-03-18,Delhivery,Delivered
2034,2024-05-20,2024-05-22,DTDC,Delivered
2035,2024-11-07,2024-11-09,Ecom Express,Delivered
2036,2024-08-26,2024-09-02,XpressBees,Delivered
2037,2024-02-17,2024-02-23,XpressBees,Delivered
2038,2024-05-16,2024-05-19,Delhivery,Delivered
2039,2023-09-03,2023-09-07,Ekart,Delivered
2040,2024-07-22,2024-07-24,DTDC,Delivered
2041,,,Delhivery,Pending
2042,2023-10-15,2023-10-17,DTDC,Delivered
2043,2025-02-16,2025-02-23,Delhivery,Delivered
2044,2023-12-19,2023-12-21,Blue Dart,Delivered
2045,2024-06-03,2024-06-08,Delhivery,Delivered
2046,2024-10-01,2024-10-06,DTDC,Delivered
2047,2024-08-08,2024-08-12,Ecom Express,Delivered
2048,2024-11-03,,XpressBees,In Transit
2049,,,Ekart,Pending
2050,,,Ekart,Pending
2051,2025-06-03,,DTDC,In Transit
2052,2025-03-24,2025-03-26,Delhivery,Delivered
2053,2025-01-18,,DTDC,In Transit
2054,2024-06-20,2024-06-26,Ecom Express,Delivered
2055,2024-11-27,2024-11-30,XpressBees,Delivered
2056,2024-06-14,2024-06-20,Ecom Express,Delivered
2057,2024-05-22,,Blue Dart,In Transit
2058,2025-04-25,2025-05-02,Ekart,Delivered
2059,,,Blue Dart,Pending
2060,2024-11-06,2024-11-10,Ecom Express,Delivered
2061,2023-01-01,2023-01-05,XpressBees,Delivered
2062,2025-01-03,2025-01-08,XpressBees,Delivered
2063,2023-10-18,2023-10-25,Ecom Express,Delivered
2064,2023-03-14,2023-03-17,Delhivery,Delivered
2065,2025-05-26,2025-05-30,Ekart,Delivered
2066,,,Delhivery,Pending
2067,2025-03-09,2025-03-12,XpressBees,Delivered
2068,2023-07-02,2023-07-08,XpressBees,Delivered
2069,2024-10-19,2024-10-25,DTDC,Delivered
2070,2023-09-01,2023-09-05,DTDC,Delivered
2071,2023-05-06,2023-05-08,DTDC,Delivered
2072,2024-02-10,2024-02-15,DTDC,Delivered
2073,2023-10-12,,XpressBees,In Transit
2074,2024-07-24,2024-07-26,Ecom Express,Delivered
2075,,,DTDC,Pending
2076,,,Blue Dart,Pending
2077,2024-01-31,2024-02-06,Ecom Express,Delivered
2078,2024-08-10,2024-08-15,DTDC,Delivered
2079,2024-08-23,2024-08-28,DTDC,Delivered
2080,2024-01-10,2024-01-16,Blue Dart,Delivered
2081,2024-08-09,,DTDC,In Transit
2082,2023-09-29,2023-10-04,Ekart,Delivered
2083,2025-04-11,2025-04-13,DTDC,Delivered
2084,2024-09-29,,Delhivery,In Transit
2085,2023-08-24,,DTDC,In Transit
2086,2025-01-30,,Ecom Express,In Transit
2087,2023-09-27,2023-10-02,Delhivery,Delivered
2088,2025-02-04,2025-02-09,Delhivery,Delivered
2089,2024-06-07,,Ekart,In Transit
2090,2023-05-31,2023-06-02,Delhivery,Delivered
2091,2024-09-24,2024-09-29,Ecom Express,Delivered
2092,2024-12-09,2024-12-13,Ecom Express,Delivered
2093,2024-12-27,2024-12-30,DTDC,Delivered
2094,2024-04-22,,Blue Dart,In Transit
2095,,,Ekart,Pending
2096,2024-04-11,2024-04-14,Blue Dart,Delivered
2097,2025-06-04,2025-06-09,DTDC,Delivered
2098,2025-05-10,2025-05-14,DTDC,Delivered
2099,2024-09-19,2024-09-24,XpressBees,Delivered
2100,2023-05-05,2023-05-11,Blue Dart,Delivered
2101,2023-05-28,2023-05-31,Delhivery,Delivered
2102,2025-04-16,2025-04-18,Blue Dart,Delivered
2103,,,Ekart,Pending
2104,2023-07-12,2023-07-16,DTDC,Delivered
2105,2025-06-09,2025-06-16,DTDC,Delivered
2106,2023-08-29,2023-09-05,DTDC,Delivered
2107,2024-11-13,2024-11-17,Ecom Express,Delivered
2108,2024-02-01,2024-02-03,Delhivery,Delivered
2109,2023-03-24,2023-03-26,Ekart,Delivered
2110,,,Ekart,Pending
2111,2023-08-19,2023-08-23,Ekart,Delivered
2112,2024-05-09,2024-05-14,Delhivery,Delivered
2113,2024-09-23,,Blue Dart,In Transit
2114,2024-02-15,2024-02-20,Ecom Express,Delivered
2115,2023-03-20,2023-03-24,Ecom Express,Delivered
2116,2023-11-13,2023-11-20,Blue Dart,Delivered
2117,2023-09-02,2023-09-07,DTDC,Delivered
2118,2025-02-12,2025-02-17,Ecom Express,Delivered
2119,2024-07-10,2024-07-17,Blue Dart,Delivered
2120,2024-12-05,2024-12-08,XpressBees,Delivered
2121,2024-08-29,2024-09-01,Ecom Express,Delivered
2122,,,Blue Dart,Pending
2123,2024-01-01,2024-01-07,Blue Dart,Delivered
2124,2023-12-30,2024-01-05,Delhivery,Delivered
2125,,,DTDC,Pending
2126,,,XpressBees,Pending
2127,2024-02-02,2024-02-04,Delhivery,Delivered
2128,2024-02-06,2024-02-12,Ecom Express,Delivered
2129,2023-10-16,,DTDC,In Transit
2130,2023-07-13,2023-07-20,Blue Dart,Delivered
2131,2024-08-31,2024-09-04,Ecom Express,Delivered
2132,,,Delhivery,Pending
2133,2023-12-28,,Delhivery,In Transit
2134,2023-02-04,2023-02-07,Blue Dart,Delivered
2135,2024-03-14,,Ekart,In Transit
2136,2023-04-15,2023-04-19,Blue Dart,Delivered
2137,,,Ekart,Pending
2138,2023-12-18,2023-12-22,XpressBees,Delivered
2139,2025-02-24,2025-03-01,XpressBees,Delivered
2140,2023-05-09,2023-05-11,Delhivery,Delivered
2141,2024-05-04,2024-05-08,Blue Dart,Delivered
2142,2024-04-05,,XpressBees,In Transit
2143,2025-02-26,,Ekart,In Transit
2144,2024-04-01,,Ecom Express,In Transit
2145,2024-07-04,2024-07-10,Delhivery,Delivered
2146,,,Ekart,Pending
2147,2024-11-11,2024-11-18,Delhivery,Delivered
2148,2023-01-23,,Blue Dart,In Transit
2149,2024-02-01,2024-02-06,Delhivery,Delivered
2150,2023-06-16,2023-06-21,Delhivery,Delivered
2151,2023-04-25,2023-04-29,XpressBees,Delivered
2152,2024-08-24,2024-08-27,Delhivery,Delivered
2153,2024-02-06,2024-02-10,Blue Dart,Delivered
2154,2025-01-16,2025-01-18,XpressBees,Delivered
2155,2025-02-08,2025-02-13,Ecom Express,Delivered
2156,2023-02-21,2023-02-24,DTDC,Delivered
2157,2024-05-22,2024-05-29,Delhivery,Delivered
2158,2024-08-23,,XpressBees,In Transit
2159,2024-11-07,,DTDC,In Transit
2160,2025-01-04,,Ecom Express,In Transit
2161,2023-12-17,2023-12-19,Ecom Express,Delivered
2162,2023-08-09,2023-08-15,Delhivery,Delivered
2163,2024-09-07,,Ekart,In Transit
2164,2023-08-28,2023-08-31,Delhivery,Delivered
2165,,,Ecom Express,Pending
2166,2024-08-08,2024-08-12,Delhivery,Delivered
2167,2023-04-19,2023-04-26,Blue Dart,Delivered
2168,2025-03-27,2025-04-01,DTDC,Delivered
2169,,,Blue Dart,Pending
2170,2023-08-30,,Ekart,In Transit
2171,2024-01-19,2024-01-22,Ekart,Delivered
2172,2024-06-12,,XpressBees,In Transit
2173,2023-10-04,2023-10-08,DTDC,Delivered
2174,2023-11-07,2023-11-13,Ekart,Delivered
2175,2023-08-17,2023-08-24,Delhivery,Delivered
2176,2023-11-25,2023-12-01,Ekart,Delivered
2177,2024-06-20,,XpressBees,In Transit
2178,2024-01-09,2024-01-15,Delhivery,Delivered
2179,2024-04-11,2024-04-17,Blue Dart,Delivered
2180,2023-01-21,,Blue Dart,In Transit
2181,2023-09-13,2023-09-18,Ecom Express,Delivered
2182,2024-03-03,2024-03-09,Blue Dart,Delivered
2183,2025-04-25,2025-04-30,Blue Dart,Delivered
2184,2023-10-09,2023-10-12,Ekart,Delivered
2185,2024-05-26,2024-05-31,XpressBees,Delivered
2186,2023-02-11,2023-02-13,Blue Dart,Delivered
2187,2023-07-07,2023-07-14,Ekart,Delivered
2188,2025-02-17,2025-02-22,DTDC,Delivered
2189,2024-01-28,,DTDC,In Transit
2190,2024-10-17,2024-10-23,DTDC,Delivered
2191,2024-02-21,2024-02-23,Delhivery,Delivered
2192,2024-04-17,2024-04-24,Ecom Express,Delivered
2193,,,XpressBees,Pending
2194,2023-12-22,2023-12-25,Blue Dart,Delivered
2195,,,XpressBees,Pending
2196,2023-09-25,,Delhivery,In Transit
2197,2024-10-26,2024-10-30,XpressBees,Delivered
2198,2023-03-02,2023-03-06,DTDC,Delivered
2199,2024-05-21,2024-05-23,Ecom Express,Delivered
2200,2024-01-07,,Ecom Express,In Transit
2201,2025-01-02,2025-01-05,Delhivery,Delivered
2202,2023-12-25,,Ecom Express,In Transit
2203,2023-12-22,2023-12-28,Ekart,Delivered
2204,2024-02-05,2024-02-12,Ekart,Delivered
2205,2023-06-30,,DTDC,In Transit
2206,2023-01-09,,Delhivery,In Transit
2207,2023-01-26,2023-02-01,Delhivery,Delivered
2208,2024-07-19,,Ecom Express,In Transit
2209,2023-06-16,2023-06-22,Ekart,Delivered
2210,2023-07-28,2023-07-31,Ekart,Delivered
2211,2024-01-09,2024-01-14,DTDC,Delivered
2212,2023-05-28,2023-06-03,DTDC,Delivered
2213,2023-10-18,2023-10-25,Blue Dart,Delivered
2214,2024-08-14,2024-08-21,Blue Dart,Delivered
2215,2024-01-21,2024-01-28,DTDC,Delivered
2216,2024-07-12,2024-07-17,Ekart,Delivered
2217,2023-05-30,2023-06-03,Delhivery,Delivered
2218,2023-08-10,2023-08-14,DTDC,Delivered
2219,2023-04-19,2023-04-21,Ecom Express,Delivered
2220,2023-05-08,2023-05-11,Ecom Express,Delivered
2221,2023-06-27,2023-06-30,Blue Dart,Delivered
2222,2023-12-14,2023-12-17,Delhivery,Delivered
2223,2023-02-04,2023-02-10,DTDC,Delivered
2224,2024-09-18,2024-09-25,DTDC,Delivered
2225,2025-01-16,2025-01-22,Delhivery,Delivered
2226,2024-05-13,2024-05-16,DTDC,Delivered
2227,2023-07-17,2023-07-21,DTDC,Delivered
2228,2025-01-20,2025-01-27,XpressBees,Delivered
2229,2024-12-07,2024-12-10,Ekart,Delivered
2230,,,Blue Dart,Pending
2231,2023-03-16,2023-03-21,Delhivery,Delivered
2232,2025-03-03,,Ekart,In Transit
2233,2025-03-23,2025-03-25,Delhivery,Delivered
